S. No.,Name,Desc,Gender
3204,Kiranmala,a garland of light,F
3205,Kirtana,praise,F
3206,Kirti,fame,F
3207,Kishori,a young girl,F
3208,Kiya,the cooing of a bird,F
3209,Kokila,"cuckoo, nightingale",F
3210,Komal,tender,F
3211,Komala,delicate,F
3212,Koyel,the cuckoo,F
3213,Krandasi,the sky and the earth,F
3214,Kranti,revolution,F
3215,Kripa,mercy,F
3216,Krishna,Draupadi,F
3217,Krishnaa,Draupadi,F
3218,Krishnakali,a flower,F
3219,Krithi,action,F
3220,Krithya,action,F
3221,Kriti,A work of art,F
3222,Krittika,the plaids,F
3223,Kriya,performance,F
3224,Krupa,"grace, favour",F
3225,Ksema,"safety, security, welfare, tranquility",F
3226,Kshama,forgiveness,F
3227,Kshanika,momentary,F
3228,Kshithi,earth,F
3229,Kumari,"youthful, unmarried",F
3230,Kumkum,vermilion,F
3231,Kumud,a lotus,F
3232,Kumudini,a lotus,F
3233,Kunda,"musk, jasmine",F
3234,Kundan,pure,F
3235,Kundanika,golden girl,F
3236,Kundini,an assemblage of Jasmines,F
3237,Kunjal,"cuckoo, nightingale",F
3238,Kunjalata,forest creeper,F
3239,Kunjana,forest girl,F
3240,Kuntal,hair,F
3241,Kuntala,a woman with luxurious hair,F
3242,Kunti,the mother of the Pandavas,F
3243,Kurangi,deer,F
3244,Kurinji,"special, flower which blooms once in twelve years",F
3245,Kushala,"safe, happy, expert",F
3246,Kusum,a flower,F
3247,Kusuma,flower,F
3248,Kusumanjali,flower offering,F
3249,Kusumavati,flowering,F
3250,Kusumita,blossomed,F
3251,Kusumlata,flowering creeper,F
3252,Kuvalai,flower,F
3253,Kuyil,sweet voice like a Cuckoo bird,F
3254,Kuyilsai,sweet voice like a Cuckoo bird,F
3255,Labangalata,a flowering creeper,F
3256,Laboni,grace,F
3257,Lajja,modesty,F
3258,Lajjawati,a sensitive plant; modest woman,F
3259,Lajwanti,a sensitive plant,F
3260,Lajwati,modest,F
3261,Laksha,white rose,F
3262,Lakshana,one with auspicious signs on her,F
3263,Lakshmi,goddess of wealth,F
3264,Lakshmishree,fortunate,F
3265,Lalan,nurturing,F
3266,Lalana,a beautiful woman,F
3267,Lali,darling girl,F
3268,Lalima,morning red in the sky,F
3269,Lalita,beautiful,F
3270,Lata,a creeper,F
3271,Latangi,a creeper,F
3272,Latika,a small creeper,F
3273,Lavali,clove,F
3274,Lavangi,"apsara, of the clove plant",F
3275,Lavanya,grace,F
3276,Leela,divine play,F
3277,Leelamayee,playful,F
3278,Leelavati,playful; goddess Durga,F
3279,Leena,devoted,F
3280,Lekha,writing,F
3281,Lily,a flower,F
3282,Lipi,script,F
3283,Lipika,a short letter,F
3284,Lochan,the eye,F
3285,Lochana,eye,F
3286,Lohita,"red, ruby",F
3287,Lola,Goddess Lakshmi,F
3288,Lona,"beauty, pretty",F
3289,Lopa,wife of sage,F
3290,Lopamudra,wife of sage Agastya,F
3291,Madhavi,a creeper with beautiful flowers; springtime,F
3292,Madhavilata,a flowering creeper,F
3293,Madhu,honey,F
3294,Madhubala,sweet girl,F
3295,Madhuchhanda,pleasing metrical composition,F
3296,Madhuja,made of honey,F
3297,Madhuksara,one who showers honey,F
3298,Madhula,sweet,F
3299,Madhulata,sweet creeper,F
3300,Madhulekha,beautiful,F
3301,Madhulika,honey,F
3302,Madhumalati,a flowering creeper,F
3303,Madhumati,full of honey,F
3304,Madhumita,full of honey,F
3305,Madhunisha,pleasant night,F
3306,Madhur,sweet,F
3307,Madhura,sugar,F
3308,Madhuri,sweet girl,F
3309,Madhurima,sweetness,F
3310,Madhushri,the spring,F
3311,Madira,nectar,F
3312,Madirakshi,woman with intoxicating eyes,F
3313,Madri,wife of pandu,F
3314,Madura,a bird,F
3315,Mahadevi,Goddess Parvati,F
3316,Mahaganga,the great ganga,F
3317,Mahagauri,Goddess Durga,F
3318,Mahajabeen,beautiful,F
3319,Mahalakshmi,Goddess Lakshmi,F
3320,Mahamaya,Goddess Durga,F
3321,Mahasweta,Goddess Saraswati,F
3322,Mahati,great,F
3323,Mahi,"great earth, heaven and earth conjoined",F
3324,Mahijuba,a hostess,F
3325,Mahika,the earth,F
3326,Mahima,greatness,F
3327,Mahitha,greatness,F
3328,Mahiya,happiness,F
3329,Mahua,an intoxicating flower,F
3330,Mahubala,sweet girl,F
3331,Maina,a bird,F
3332,"Maithili, Mythili",sita,F
3333,Maitra,friendly,F
3334,Maitreya,the name of a sage,F
3335,Maitreyi,a learned woman of the past,F
3336,Maitri,friendship,F
3337,Makshi,honeybee,F
3338,Mala,a garland,F
3339,Malarvili,beautiful eyes like a flower,F
3340,Malashree,an early evening melody,F
3341,Malati,a creeper with fragrant flowers,F
3342,Malavika,princess of Malawa,F
3343,Malaya,a creeper,F
3344,Malika,a garland,F
3345,Malina,dark,F
3346,Malini,a garland maker,F
3347,Malliga,jasmine,F
3348,Mallika,jasmine,F
3349,Malti,small fragrant flower,F
3350,Mamata,affection,F
3351,Manadha,giving honour,F
3352,Manaka,according to the mind,F
3353,Manal,a bird,F
3354,Manali,a bird,F
3355,Manana,meditation,F
3356,Mananya,deserving praises,F
3357,Manasa,conceived in the mind,F
3358,Manasi,a lady,F
3359,Manasika,of mind,F
3360,Manasvi,intelligent,F
3361,Manavi,wife of Manu,F
3362,Manayi,wife of Manu,F
3363,Manda,a river,F
3364,Mandakini,a river,F
3365,Mandakranta,a Sanskrit metre,F
3366,Mandana,cheerful,F
3367,Mandara,"large, firm",F
3368,Mandarmalika,a garland of celestial,F
3369,Mandira,cymbals; home,F
3370,Manditha,adorned,F
3371,Mandra,pleasant,F
3372,Mangai,cultured lady,F
3373,Mangala,auspicious,F
3374,Mangalya,"pious, pure",F
3375,Manideepa,a lamp of precious stones,F
3376,Manik,gem,F
3377,Manika,of jewels,F
3378,Manikuntala,one whose hair is like gems,F
3379,Manimala,a string of pearls,F
3380,Manimekhala,a girdle of gems,F
3381,Manini,a lady,F
3382,Manisha,"goddess of mind, desire",F
3383,"Manisha, Mohisha",intellect,F
3384,Manisi,desired by heart,F
3385,Manisila,a jeweled stone,F
3386,Manisitha,wisdom,F
3387,Manitha,honoured,F
3388,Maniya,a glass bead,F
3389,Manjari,a bunch,F
3390,Manjira,ankle-bells,F
3391,Manjistha,extremely,F
3392,Manju,"snow, dew drops",F
3393,Manjubala,a sweet girl,F
3394,Manjula,melodious,F
3395,Manjulika,a sweet girl,F
3396,Manjusha,a box,F
3397,Manjushri,sweet lustre,F
3398,Manjusri,Saraswati,F
3399,Manjyot,light of the mind,F
3400,Manmayi,jealous; Sri Radha,F
3401,Manorama,"attractive, beautiful",F
3402,Manoritha,of the mind,F
3403,Manthika,thoughtful,F
3404,Manushri,Lakshmi,F
3405,Manya,worthy of honour,F
3406,Marala,swan,F
3407,Marichi,name of a star,F
3408,Marisa,mother of Daksa,F
3409,Markandeya,a devotee to Lord Shiva,F
3410,Marudham,from the lush green fields,F
3411,Masilmani,"pure, without any blemishes",F
3412,Matangi,Durga,F
3413,Maushmi,monsoon wind,F
3414,Mausumi,"beauty, monsoon wind",F
3415,Maya,illusion,F
3416,Mayil,"full of grace, like a peacock",F
3417,Mayukhi,peahen,F
3418,Mayura,illusion,F
3419,Mayuri,peahen,F
3420,Mayurika,with peacock feathers,F
3421,Medha,intellect; Goddess Saraswati,F
3422,Medhani,of intelligence,F
3423,Medhya,"mighty, clean, fresh",F
3424,Medini,the earth,F
3425,Meena,precious blue stone,F
3426,Meenakshi,a woman wil beautiful eyes,F
3427,Meera,a devotee of Krishna,F
3428,Megha,cloud,F
3429,Meghamala,array of clouds,F
3430,Meghana,cloud,F
3431,Mehal,cloud,F
3432,Mehbooba,beloved,F
3433,Meher,benevolence,F
3434,Mehrunissa,benevolent,F
3435,Mehul,cloud; rain,F
3436,Mekhala,girdle,F
3437,Mena,wife of the Himalayas,F
3438,Menaka,a celestial dancer,F
3439,Menitha,wise,F
3440,Menmoli,speaks kindly,F
3441,Mihika,"mist, fog",F
3442,Milana,union,F
3443,Milika,desiring union,F
3444,Minakshi,"fish eyed, daughter of Kubera",F
3445,Minal,a precious stone,F
3446,Minati,prayer,F
3447,Minnoli,brilliant like lightning,F
3448,Mirium,wished-for child,F
3449,Mita,a friend,F
3450,Mitali,friendship,F
3451,Mithi,truthful,F
3452,Mithra,friend,F
3453,Mohana,attractive,F
3454,Mohini,enchantress,F
3455,Mohitha,infatuated,F
3456,Moksha,salvation,F
3457,Monisha,Lord Krishna,F
3458,Mridula,soft,F
3459,Mriganayani,doe-eyed,F
3460,Mrinal,lotus,F
3461,Mrinali,lotus,F
3462,Mrinalini,lotus,F
3463,Mrinmayi,of the earth,F
3464,Mrudani,another name for parvathi,F
3465,Mrudu,soft,F
3466,Mudra,expression,F
3467,Mudrika,ring,F
3468,Mugdha,spellbound,F
3469,Mukta,liberated; pearl,F
3470,Mukti,freedom from life and death,F
3471,Mukul,bud,F
3472,Mullai,flower with lovely fragrance,F
3473,Muniya,name of a bird,F
3474,Muskan,smile,F
3475,Muthammal,"pure, like a pearl",F
3476,Mutholi,shines like a pearl,F
3477,Muthunagai,smiles like a pearl,F
3478,Mythily,Seeta,F
3479,Naaz,pride,F
3480,Nabhanya,celestial,F
3481,Nabhitha,fearless,F
3482,Nabhya,central,F
3483,Nachni,dancer; suggestive look,F
3484,Nadira,pinnacle,F
3485,Naganandini,mountain born,F
3486,Naganika,serpent maiden,F
3487,Nagina,jewel,F
3488,Naima,belonging to one,F
3489,Naina,name of a goddess,F
3490,Najma,sorry,F
3491,Nalina,lotus,F
3492,Nalini,lotus,F
3493,Namita,humble,F
3494,Namrata,modesty,F
3495,Namya,to be bowed to,F
3496,Nanda,"happiness, a daughter",F
3497,Nandana,daughter,F
3498,Nandika,Lakshmi,F
3499,Nandini,"a holy cow, bestower of joy, Ganga",F
3500,Nandita,happy,F
3501,Nangai,cultured lady,F
3502,Narayani,Goddess Lakshmi,F
3503,Narmada," one who arouses tender feelings in others, river Narmada",F
3504,Narois,flower,F
3505,Nartan,dance,F
3506,Naseen,cool breeze,F
3507,Natun,new,F
3508,Nauka,boat,F
3509,Navaneeta,butter,F
3510,Naveena,new,F
3511,Naviya,new,F
3512,Navya,worth praising,F
3513,Nayana,eye,F
3514,Nayantara,iris,F
3515,Nazima,song,F
3516,Neeharika,dew drops,F
3517,Neela,blue,F
3518,Neelabja,blue lotus,F
3519,Neelakshi,blue-eyed,F
3520,Neelam,sapphire,F
3521,Neelanjana,blue,F
3522,Neelkamal,blue lotus,F
3523,Neepa,name of a flower,F
3524,Neeraja,lotus flower,F
3525,Neeta,upright,F
3526,Neeti,good behaviour,F
3527,Neha,"love, rain",F
3528,Nehal,rainy; handsome,F
3529,Netra,eye,F
3530,Netravati,beautiful eyed,F
3531,Nidhi,treasure,F
3532,Nidhyana,intuition,F
3533,Nidhyathi,meditation,F
3534,Nidra,sleep,F
3535,Niharika,nebula,F
3536,Nikhila,complete,F
3537,Nikhita,sharp,F
3538,Nila,enchanting moon,F
3539,Nilasha,blueness,F
3540,Nilavoli,ray of light from the moon,F
3541,Nilaya,home,F
3542,Nileen,surrendered,F
3543,Nilima,blue,F
3544,Niloufer,a celestial,F
3545,Nimisha,twinkling of an eye,F
3546,Nina,lovely-eyed,F
3547,Niraimadhi,full moon,F
3548,Niral,calm,F
3549,Niranjana,name of a river; Goddess Durga; the night of the full moon,F
3550,Nirmala,"clean, virtuous",F
3551,Nirmayi,without blemish,F
3552,Nirmitha,created,F
3553,Nirupa,"a decree, command",F
3554,Nirupama,"unique, uncomparable",F
3555,Nisha,night,F
3556,Nishithini,night,F
3557,Nishtha,devotion,F
3558,Nita,moral,F
3559,Nitha,"carried, red",F
3560,Nithilam,pure like the pearl,F
3561,Niti,morality,F
3562,Nitima,girl of principles,F
3563,Nitya,constant,F
3564,Nityapriya,ever pleasing,F
3565,Nivedita,one dedicated to service,F
3566,Nivritti,nonattachment,F
3567,Niyati,fate,F
3568,Noopur,anklet,F
3569,Noor,light,F
3570,Noorjehan,light of the world,F
3571,Nupura,anklet,F
3572,Nusrat,help,F
3573,Nutan,new,F
3574,Nuti,"worship, praise, reverence",F
3575,Odathi,refreshing,F
3576,Ojal,vision,F
3577,Ojaswini,lustrous,F
3578,Omala,earth,F
3579,Omana,a woman,F
3580,Omvati,"sacred, having the power of Om",F
3581,Oviya,"artist, beautiful drawing",F
3582,Padma,Goddess Lakshmi,F
3583,Padmaja,"born from lotus, Lakshmi",F
3584,Padmajai,"Born from lotus, Lakshmi",F
3585,Padmakali,lotus bud,F
3586,Padmal,lotus,F
3587,Padmalaya,lake of lotuses,F
3588,Padmalochana,lotuseyed,F
3589,Padmaroopa,like a lotus,F
3590,Padmavati,Goddess Lakshmi,F
3591,Padmini,lotus,F
3592,Pakhi,bird,F
3593,Pakshi,bird,F
3594,Pallavi,new leaves,F
3595,Pallavini,with new leaves,F
3596,Panchali,Draupadi's name,F
3597,Pankaja,lotus,F
3598,Panna,emerald,F
3599,Panya,"admired, glorious, excellent",F
3600,Parama,the best,F
3601,Parameshwari,Goddess Durga,F
3602,Paramita,wisdom,F
3603,Pari,"beauty, fairy",F
3604,Paridhi,realm,F
3605,Parinita,expert,F
3606,Parnal,leafy,F
3607,Parnashri,leafy beauty,F
3608,Parni,leafy,F
3609,Parnik,creeper,F
3610,Parnika,"a small leaf, parvati",F
3611,Parthivi,Sita,F
3612,Parul,name of a flower,F
3613,Parvani,full moon; a festival or a special day,F
3614,Parvati,Durga,F
3615,Parveen,star,F
3616,Patmanjari,a raga,F
3617,Patralekha,a name from ancient epics,F
3618,Pavana,"holy, sacred",F
3619,Pavani,Hanuman,F
3620,Payal,anklet,F
3621,Payoja,lotus,F
3622,Phiroza,turquoise,F
3623,Phoolan,flower,F
3624,Pia,beloved,F
3625,Piki,cuckoo,F
3626,Pingala,Lakshmi,F
3627,Pival,a tree,F
3628,Piyali,a tree,F
3629,Pooja,idol worship,F
3630,Poonam,full moon,F
3631,Poorbi,eastern,F
3632,Poornima,full moon,F
3633,Poorvi,a classical melody,F
3634,Poushali,of the month Poush,F
3635,Prabha,"light, glow, shine",F
3636,Prabhati,of the morning,F
3637,Prachi,east,F
3638,Pradeepta,glowing,F
3639,Pradnaya,Knowledge,F
3640,Pragati,progress,F
3641,Pragya,prowess,F
3642,Pragyaparamita,wise,F
3643,Pragyawati,a wise woman,F
3644,Prama,knowledge of truth,F
3645,Pramada,woman,F
3646,Pramila,one of Arjuna's wives,F
3647,Pramiti,knowledge of truth,F
3648,Pranati,prayer,F
3649,Prapti,gain,F
3650,Prarthana,prayer,F
3651,Prasana,rising,F
3652,Prashansa,praise,F
3653,Prashanti,peace,F
3654,Prathysha,"early morning, from Sanskrit word Prathyusham",F
3655,Pratibha,keen intellect,F
3656,Pratigya,"pledge, vow",F
3657,Pratima,"icon, idol, statue",F
3658,Pratishtha,preeminence,F
3659,Preeti,love,F
3660,Prem,love,F
3661,Prema,love,F
3662,Premala,loving,F
3663,Premila,queen of a women's kingdom,F
3664,Prerana,encouragement,F
3665,Preyasi,beloved,F
3666,Prita,dear one,F
3667,Pritha,"Kunti, mother of Pandavas",F
3668,Priti,love,F
3669,Pritika,dear one,F
3670,Pritikana,an atom of love,F
3671,Pritilata,a creeper of love,F
3672,Priya,"loved one, darling",F
3673,Priyadarshini,delightful to look at,F
3674,Priyal,beloved,F
3675,Priyam,beloved,F
3676,Priyamvada,sweet spoken,F
3677,Priyanka,"beautiful or lovable act, symbol or body",F
3678,Priyasha,dear one,F
3679,Puja,same as Pooja,F
3680,Pujita,worshipped,F
3681,Puloma,wife of the sage Bhrigu,F
3682,"Punam, Poonam",full moon,F
3683,Punarnava,a star,F
3684,Punita,pure,F
3685,Punthali,a doll,F
3686,Purnima,full moon,F
3687,Purva,east,F
3688,Purvaja,elder sister,F
3689,Pushpa,flower,F
3690,Pushpanjali,flower offering,F
3691,Pushpita,decorated with flowers,F
3692,Pusti,"nourishment, endorsement",F
3693,Putul,doll,F
3694,Quarrtulain,God's mercy,F
3695,Quasar,meteor,F
3696,Raakhi,symbol of protection;full moon in the Sravan month,F
3697,Rabia,famous; godly,F
3698,Rachana,creation,F
3699,Rachita,created,F
3700,Rachna,"construction, arrangement",F
3701,Radha,"Krishna's lover, prosperity",F
3702,Radhana,speech,F
3703,Radhani,worship,F
3704,Radhika,Radha,F
3705,Ragini,a melody,F
3706,Rajalakshmi,Goddess lakshmi,F
3707,Rajani,night,F
3708,Rajanigandha,a flower,F
3709,Rajata,silver,F
3710,Rajdulari,dear princess,F
3711,Rajeshwari,goddess Parvati,F
3712,Rajhans,swan,F
3713,Rajitha,illuminated,F
3714,Rajivini,collection of blue lotuses,F
3715,Rajkumari,princess,F
3716,Rajnandhini,princess,F
3717,Rajshri,sage-like king,F
3718,Raka,full moon,F
3719,Rakhi,thread of brother-sister bonding,F
3720,Raksha,protection,F
3721,Rama,Goddess Lakshmi,F
3722,Ramana,enchanting,F
3723,Ramani,beautiful girl,F
3724,Rambha,celestial dancer,F
3725,Rameshwari,Parvati,F
3726,Ramila,lover,F
3727,Ramita,pleasing,F
3728,Ramya,beautiful,F
3729,Rangana,a flower,F
3730,Rangitha,charmed,F
3731,Ranhitha,swift,F
3732,Rani,Queen,F
3733,Ranita,tinkling,F
3734,Ranjana,delightful,F
3735,Ranjika,exciting,F
3736,Ranjini,pleasing,F
3737,Ranjita,adorned,F
3738,Ranvitha,joyous,F
3739,Ranya,pleasant,F
3740,Rashi,collection,F
3741,Rashmi,a ray of light,F
3742,Rashmika,ray of light,F
3743,Rasika,connosseur,F
3744,Rasna,the tongue,F
3745,Rathika,satisfied,F
3746,Rati,consort of cupid,F
3747,Ratna,gem,F
3748,Ratnabala,jewelled,F
3749,Ratnabali,string of pearls,F
3750,Ratnajyouti,lustrous jewel,F
3751,Ratnalekha,splendour of jewels,F
3752,Ratnali,a jewelled,F
3753,Ratnamala,string of pearls,F
3754,Ratnangi,jewel-bodied,F
3755,Ratnaprabha,lustrous jewel,F
3756,Ratnapriya,lover of jewels,F
3757,Ratnavali,a bunch of gems,F
3758,Raviprabha,light of the sun,F
3759,Rehwa,ancient name of river Narmada,F
3760,Rekha,line,F
3761,Renu,atom,F
3762,Renuka,"the mother of Parasurma, the sixth incarnation of Lord Vishnu",F
3763,Resham,silk,F
3764,Reshma,silken,F
3765,Reshmi,silken,F
3766,Reva,a star,F
3767,Revati,a star,F
3768,Riddhi,good fortune,F
3769,Riju,innocent,F
3770,Rijuta,innocence,F
3771,Rishika,saintly,F
3772,Rithika,brass,F
3773,Riti,memory; well being,F
3774,Ritu,season,F
3775,Riya,"Graceful, singer",F
3776,Rohini,a star,F
3777,Rolee,sindoor,F
3778,Roma,Lakshmi,F
3779,Roshan,bright,F
3780,Roshni,brightness,F
3781,Rubaina,bright,F
3782,Ruchi,lustre; beauty,F
3783,Ruchira,beautiful,F
3784,Ruchitha,bright,F
3785,Rudrani,a wife of Shiva (Rudra),F
3786,Rudrapriya,Goddess Durga,F
3787,Ruhika,desire,F
3788,Rujula,"who endows wealth, Lakshmi, soft",F
3789,Rujuta,"honesty, sincerity",F
3790,Rukma,golden,F
3791,Rukmini,consort of Lord Krishna,F
3792,Ruksana,brilliant,F
3793,Ruma,wife a Sugriva,F
3794,Rupa,beauty,F
3795,Rupali,beautiful,F
3796,Rupashi,beautiful,F
3797,Rupashri,beautiful,F
3798,Sabita,beautiful sunshine,F
3799,Sachi,wife of Indra,F
3800,Sachika,kind,F
3801,Sachita,consciousness,F
3802,Sadaf,pearl,F
3803,Sadgati,liberation,F
3804,Sadguna,good virtues,F
3805,Sadhan,fulfulment,F
3806,Sadhana,"long practice/study, fulfilment",F
3807,Sadhika,achiever,F
3808,Sadhri,conqueror,F
3809,Sadhvi,virtuous woman,F
3810,Sadhya,perfection,F
3811,Sadiqua,kindly,F
3812,Saeeda,priestly,F
3813,Safia,chaste,F
3814,Sagari,of the ocean,F
3815,Sagarika ,wave; born in the ocean,F
3816,Saguna,possessed of good qualities,F
3817,Sahana,a raga,F
3818,Saheli,friend,F
3819,Sahiba,the lady,F
3820,Sahila,guide,F
3821,Sahitha,being near,F
3822,Sai,a flower,F
3823,Sajala,clouds,F
3824,Sajili,decorated,F
3825,Sajni,beloved,F
3826,Sakhi,friend,F
3827,Sakina,friend,F
3828,Salena,the moon,F
3829,Salila,water,F
3830,Salima,happy,F
3831,Salma,peace,F
3832,Samata,equality,F
3833,Sameena,happy,F
3834,Samhita,a vedic omposition,F
3835,Samidha,an offering for a sacred fire,F
3836,Samika,peaceful,F
3837,Samiksha,analysis,F
3838,Samit,collected,F
3839,Samita,collected,F
3840,Sammathi,agreement,F
3841,Sampada,wealthy,F
3842,Sampatti,wealth,F
3843,Sampriti,attachement,F
3844,Samrithi,meeting,F
3845,Sana,"praise, prayer",F
3846,Sananda,happy,F
3847,Sanchali,movement,F
3848,Sanchaya,collection,F
3849,Sanchita,collection,F
3850,Sandhaya,collection,F
3851,Sandhya,evening,F
3852,Sangita,music,F
3853,Sanika,flute,F
3854,Sanithi,obtainment,F
3855,Saniya,moment,F
3856,Sanjana,gentle,F
3857,Sanjivani,immortality,F
3858,Sanjukta,union,F
3859,Sanjula,beautiful,F
3860,Sanjushree,beautiful,F
3861,Sankari,Goddess Parvati,F
3862,Sankul,full of,F
3863,Sannidhi,nearness,F
3864,Sanskriti,culture,F
3865,Santawana,consolation,F
3866,Santayani,of the evening,F
3867,Sanvali,dusky,F
3868,Sanwari,dusky,F
3869,Sanyakta,joined; united,F
3870,Sanyukta,union,F
3871,Saparna,leafy,F
3872,Saphala,successful,F
3873,Sapna,dream,F
3874,Sarada,Goddess Saraswati,F
3875,Sarakshi,good sight,F
3876,Sarala,simple,F
3877,Sarama,wife of Bibhisan,F
3878,Sarani,protecting,F
3879,Saranya,surrendered,F
3880,Sarasa,swan,F
3881,Sarasi,"jolly, happy",F
3882,Sarasvati,a goddess of learning,F
3883,Saraswati,goddess of learning,F
3884,Saravati,a river,F
3885,Sarayu,a holy river,F
3886,Sarbani,Goddess Durga,F
3887,Sarika,a koel,F
3888,Sarit,river,F
3889,Sarita,river,F
3890,Sarjana,creative; creation,F
3891,Saroj,lotus,F
3892,Saroja,lotus,F
3893,Sarojini,lotus,F
3894,Saruprani,beautiful woman,F
3895,Sarvari,night,F
3896,Sarvika,universal,F
3897,Saryu,river Sharayu,F
3898,Sashi,moon,F
3899,Sasmita,smiling,F
3900,Sati,chaste woman,F
3901,Satya,truth,F
3902,Satyarupa,truth; personified,F
3903,Satyavati,mother of Vyasa,F
3904,Saudamini,lightning,F
3905,Saujanya,kind,F
3906,Saumya, mild,F
3907,Savarna,daughter of the Ocean,F
3908,Savita,sun,F
3909,Savitashri,lustre of the sun,F
3910,Savitri,a form of the Devi,F
3911,Sawini,a river,F
3912,Sayeeda ,leader,F
3913,Seema,boundary,F
3914,Seemanti,parting line,F
3915,Seemantini,woman,F
3916,Seerat,inner beauty; fame,F
3917,Sejal,river water,F
3918,Selma,fair,F
3919,Semanti,a white rose,F
3920,Serena,quiet,F
3921,Sevati,white rose,F
3922,Sevita,cherished,F
3923,Shabab,beauty,F
3924,Shabalini,a mossy,F
3925,Shabana,decorated,F
3926,Shabari,a tribal devotee of Lord Rama,F
3927,Shabnum,sew,F
3928,Shachi,wife of Lord Indra,F
3929,Shagufta,flowering,F
3930,Shaheena,tender,F
3931,Shaila,Goddess Parvati,F
3932,Shailaja,a river,F
3933,Shaili,style,F
3934,Shakambari,Goddess Parvati,F
3935,Shakeel,handsome,F
3936,Shakeela,beautiful,F
3937,Shakti,Goddess Durga; power,F
3938,Shakuntala,brought up by birds,F
3939,Shalaka,Goddess Parvati,F
3940,Shalin,silk-cottom tree,F
3941,Shalini,modest,F
3942,Shalmali,silk-cottom tree,F
3943,Shama,a flame,F
3944,Shambhavi,Goddess Parvati,F
3945,Shameena,beautiful,F
3946,Shamim,fire,F
3947,Shamita,peacemaker,F
3948,Shampa,lightning,F
3949,Shankari,Goddess Parvati,F
3950,Shankhamala,a fairytale princess,F
3951,Shanta,peaceful,F
3952,Shantala,Goddess Parvati,F
3953,Shanti,peace,F
3954,Sharada,"goddess of learning, Saraswati",F
3955,Sharadini,autumn,F
3956,Sharanya,surrender,F
3957,Sharika,Goddess Durga,F
3958,Sharmila,happy,F
3959,Sharmistha,wife of Yayat,F
3960,Sharvani,Goddess Parvati,F
3961,Sharvari,the night,F
3962,Shashi,the moon,F
3963,Shashibala,the moon,F
3964,Shashirekha,moon's ray,F
3965,Shaswati,eternal,F
3966,Shatarupa,Lord Shiva,F
3967,Sheela,cool,F
3968,Sheetal,cool,F
3969,Shefali,a flower,F
3970,Shefalika,a flower,F
3971,Shejali,a fruit,F
3972,Shekhar,Lord Shiva,F
3973,Shevanti,a flower,F
3974,Shibani,Goddess Durga,F
3975,Shikha,flame,F
3976,Shilavati,a river,F
3977,Shilpa,stone,F
3978,Shilpita,well- proportioned,F
3979,Shinjini,anklebells,F
3980,Shipra,a river,F
3981,Shirin,sweet,F
3982,Shishirkana,particles of dew,F
3983,Shiuli,a flower,F
3984,Shivangi,beautiful,F
3985,Shivani,Goddess Parvati,F
3986,Shivanne,Goddess Parvati,F
3987,Shobha,attractive,F
3988,Shobhana,splendid,F
3989,Shobhita,splendid,F
3990,Shobhna,"ornamental, shining",F
3991,Shorashi,young woman,F
3992,Shraddha,veneration,F
3993,Shradhdha,"faith, trust",F
3994,"Shravana, Shrabana",name of a star,F
3995,Shravani,born in the month of Shravan,F
3996,Shravanti,a name in Buddhist literature,F
3997,Shravasti,an ancient Indian city,F
3998,Shree,Goddess Lakshmi,F
3999,Shreela,beautiful,F
4000,Shreemayi,fortunate,F
4001,Shreeparna,tree adorned with leaves,F
4002,Shrestha,Perfection,F
4003,Shreya,auspicious,F
4004,Shreyashi,good,F
4005,Shri,lustre,F
4006,Shridevi,goddess,F
4007,Shridula,blessing,F
4008,Shrigauri,goddess Parvati,F
4009,Shrigeeta,the sacred Geeta,F
4010,Shrijani,creative,F
4011,Shrikirti,lustrous fame,F
4012,Shrikumari,lustrious,F
4013,Shrilata,lustrious creeper,F
4014,Shrilekha,lustrious essay,F
4015,Shrimati,Goddess lakshmi; fortunate,F
4016,Shrimayi,fortunate,F
4017,Shrivalli,Goddess Lakshmi,F
4018,Shruti,expert in Vedas,F
4019,Shubha,auspicious,F
4020,Shraddha,giver of luck,F
4021,Shubhangi,handsome,F
4022,Shubhra,white; the Ganga,F
4023,Shuchismita,one who has a pure smile,F
4024,Shuchita,purity,F
4025,Shukla,Goddess Saraswati,F
4026,Shukti,pearl-oyster,F
4027,Shulka,Goddess Saraswati,F
4028,Shweta,white,F
4029,Shyama,dark as cloud; Goddess kali,F
4030,Shyamal,dusky,F
4031,Shyamala,dusky,F
4032,Shyamali,dusky,F
4033,Shyamalika,dusky,F
4034,Shyamalima,dusky,F
4035,Shyamangi,dark-complexioned,F
4036,Shyamari,dusky,F
4037,Shyamasri,dusky,F
4038,Shyamlata,a creeper with dusky leaves,F
4039,Shyla,Goddess parvati,F
4040,Sibani,goddess parvati,F
4041,Siddheshwari,Lord Shiva,F
4042,Siddhi,achievement,F
4043,Siddhima,achievement,F
4044,Sikata,sand,F
4045,Sikta,wet,F
4046,"Simran, Smaram",remembrance,F
4047,"Simrit, Smrita",remembered,F
4048,Sindhu,ocean; river,F
4049,Sinsapa,Ashok tree,F
4050,Sita,wife of Lord Rama,F
4051,Sitara,a star,F
4052,SivaSankari,goddess Parvati,F
4053,Siya,Sita,F
4054,Smita,smile,F
4055,Smriti,memory,F
4056,Sneh,love,F
4057,Sneha,affection,F
4058,Snehal,friendly,F
4059,Snehalata,creeper of love,F
4060,Snigdha,"smooth, tender",F
